2019-07-01 23:31:48,b'It\xe2\x80\x99s been raining for the past 4 days and somehow I got through it. But now apparently SWIGGY may stop delivering.\xe2\x80\xa6 https://t.co/ZivvPfMgDa'
2019-07-01 23:31:43,b'RT @bharatkavikas: I have never experienced such torrential rains in my life. The severity is scary!! #MumbaiRainsLiveUpdates \n#MumbaiRains\xe2\x80\xa6'
2019-07-01 23:31:41,b'RT @bharatkavikas: Anyone Stuck In #bhiwandi... Please Free To Contact Me On 9545678000.... Will Make Necessary Arrangements.....\n\n#MumbaiR\xe2\x80\xa6'
2019-07-01 23:31:39,b'RT @bharatkavikas: Plz Note At #Bhiwandi.....\n#MumbaiRainsLive \n#MumbaiRain \n#MumbaiRainsLiveUpdates https://t.co/14MQNDmOxP'
2019-07-01 23:31:37,b'@sanganisahil Just posted on Twitter and FB \n\n#MumbaiRain #RainDost #NeedHelp #Kurla-LBS-KasbaRest my sister in law\xe2\x80\xa6 https://t.co/C4O0HrYQEc'
2019-07-01 23:29:43,b'RT @Darth_Foodie: Please try to avoid the LBS road leading from Nirmal Lifestyle till Bhandup. Water levels are way above the waist and @Mu\xe2\x80\xa6'
2019-07-01 23:29:20,b'HEAVY RAIN IN KURLA MUMBAI\n#KurlaRain #Kurla #MumbaiRain \nBREAKING NEWS NOW https://t.co/KZXo7lkp1c'
2019-07-01 23:29:15,b'RT @mehtaarpit: #MumbaiRainsLiveUpdates\n\n#JVPD scheme is submerged dont even think of going there unless you are in a boat.\n\nRoad from prit\xe2\x80\xa6'
2019-07-01 23:27:30,b'RT @bharatkavikas: Plz Note At #Bhiwandi.....\n#MumbaiRainsLive \n#MumbaiRain \n#MumbaiRainsLiveUpdates https://t.co/14MQNDmOxP'
2019-07-01 23:27:15,b'RT @MickyGupta84: Here\xe2\x80\x99s what the Western Express Highway looks like right now! @ndtv reporting live tonight #MumbaiRainlive  #MumbaiRain #\xe2\x80\xa6'
2019-07-01 23:25:46,"b""RT @AhmanSayyed: Guys if you are stuck near by Mahim, Bandra or Shivaji park please do contact me on 9773080709  I'll have all necessary ar\xe2\x80\xa6"""
2019-07-01 23:25:26,"b'I mean, at this point, you gotta thank god we don\xe2\x80\x99t have a crocodile problem right? Stay safe, Mumbai #mumbairain'"
2019-07-01 23:23:04,"b'RT @abhijeetg: While the entire #nation #sleeps, #Mumbaikars stay awake to help their fellow #city residents \n\nThat is the true #spirit of\xe2\x80\xa6'"
2019-07-01 23:22:45,b'RT @divyeshkini23: Rain has stopped in Borivali as well as water is receding #MumbaiRainlive\n#MumbaiRainsLiveUpdates \n#MumbaiRain \n#MumbaiR\xe2\x80\xa6'
2019-07-01 23:22:27,"b""#Mumbai is drowning.\nFloods in tilak nagar chembur by 4ft\nWhat's the update \n#MumbaiRains\n#MumbaiRain #Mumbai #mumbaimonsoon"""
2019-07-01 23:22:23,b'#Mumbaikars and those visiting Mumbai\nThis is for your information\n.\n\n#MumbaiRain https://t.co/OMte3qyVku'
2019-07-01 23:21:57,b'#MumbaiRain\nUpdate\nHeavy water logging next to tracks between Nallasopara &amp; Virar.'
2019-07-01 23:20:32,b'Rain has stopped in Borivali as well as water is receding #MumbaiRainlive\n#MumbaiRainsLiveUpdates \n#MumbaiRain \n#MumbaiRains'
2019-07-01 23:19:48,"b""Rest India think that #mumbai citizens are smart &amp; telligent bt it's in there mind due to popularity of city othrwi\xe2\x80\xa6 https://t.co/C5f3kciFwg"""
2019-07-01 23:19:28,b'#MumbaiRain\nUpdate\nWR trains are running currently up &amp; running. 0446 Churchgate fast just left Virar Stn.\n@WesternRly'
2019-07-01 23:18:37,b'Please try to avoid the LBS road leading from Nirmal Lifestyle till Bhandup. Water levels are way above the waist a\xe2\x80\xa6 https://t.co/U85XPWC3kL'
2019-07-01 23:18:13,b'Be Safe Mumbaikars !!\n\n@SkymetWeather #MumbaiRainsLive #MumbaiRains #MumbaiRain #Mumbai #mumbaimonsoon #MumbaiRainsLiveUpdates'
2019-07-01 23:17:44,"b'Mumbai under Rain Storm. Heavy and very Heavy raining here, never seen such dangerous rain in my life. #MumbaiRain\xe2\x80\xa6 https://t.co/owLoXTbzUa'"
2019-07-01 23:16:37,b'Plz Note At #Bhiwandi.....\n#MumbaiRainsLive \n#MumbaiRain \n#MumbaiRainsLiveUpdates https://t.co/14MQNDmOxP'
2019-07-01 23:16:23,"b""RT @chin80: Can't fathom what @mybmc has done in last 3 years by digging Veera Desai Rd THRICE and laying pipes.\nScene rt now, after 1st ra\xe2\x80\xa6"""
2019-07-01 23:16:07,b'Heavy rains and waterlogging in shiv shrishti Kurla east. Water level is dangerously high.\n#mumbaimonsoon\xe2\x80\xa6 https://t.co/puYWgzftio'
2019-07-01 23:15:37,"b""RT @MumbaiMetro3: Even rains can't deter their resolve. MMRC PKG 7 team have successfully completed the 6th pour of concourse slab at the #\xe2\x80\xa6"""
2019-07-01 23:15:02,b'RT @MickyGupta84: Here\xe2\x80\x99s what the Western Express Highway looks like right now! @ndtv reporting live tonight #MumbaiRainlive  #MumbaiRain #\xe2\x80\xa6'
2019-07-01 23:14:56,b'RT @MickyGupta84: Here\xe2\x80\x99s what the Western Express Highway looks like right now! @ndtv reporting live tonight #MumbaiRainlive  #MumbaiRain #\xe2\x80\xa6'
2019-07-01 23:14:13,b'RT @nibandh: #Sion - #Panvel highway near #Kharghar #NaviMumbai #waterlogging #MumbaiRains #mumbairain #mumbaimonsoon @shobhasv @vasukip45\xe2\x80\xa6'
2019-07-01 23:13:07,b'RT @Bollywoodirect: #Monsoon is incomplete without this #RDBurman song. This song has 2 versions and both the version have their own beauty\xe2\x80\xa6'
2019-07-01 23:12:24,b'Anyone Stuck In #bhiwandi... Please Free To Contact Me On 9545678000.... Will Make Necessary Arrangements.....\xe2\x80\xa6 https://t.co/RpYRZ7Vw9V'
2019-07-01 23:09:38,b'RT @goeldeepak09: @CPMumbaiPolice @MumbaiPolice A big thanks \xf0\x9f\x99\x8f to our Police serving in this hour..Seeing lady constables managing the traf\xe2\x80\xa6'
2019-07-01 23:09:21,b'RT @bharatkavikas: I have never experienced such torrential rains in my life. The severity is scary!! #MumbaiRainsLiveUpdates \n#MumbaiRains\xe2\x80\xa6'
2019-07-01 23:09:16,"b'RT @SkymetWeather: JUST IN: Since 8.30 am on Friday until 8.30 PM today, #SantaCruz has recorded a whopping 520 mm of rains. #MumbaiRains #\xe2\x80\xa6'"
2019-07-01 23:09:12,"b""RT @Uni_Faith_Disci: Bad things happen because Allah tests you. Allah will test you with good and bad. That's it.  \n\n#ZairaWaseem\n#BringThe\xe2\x80\xa6"""
2019-07-01 23:08:40,b'RT @SkymetWeather: #MumbaiRains: #SantaCruz saw 134 mm of #rain in the last 15 hours from 8.30 am to 11.30 pm yesterday. Looks like it migh\xe2\x80\xa6'
2019-07-01 23:08:16,"b'RT @abhijeetg: While the entire #nation #sleeps, #Mumbaikars stay awake to help their fellow #city residents \n\nThat is the true #spirit of\xe2\x80\xa6'"
2019-07-01 23:07:58,b'I have never experienced such torrential rains in my life. The severity is scary!! #MumbaiRainsLiveUpdates\xe2\x80\xa6 https://t.co/P7QtZS5WGG'
2019-07-01 23:05:47,"b'#MumbaiRainsLiveUpdates #MumbaiRain #MumbaiHeavyRain No Electricity for last 2 hours in Kandivali East, Mumbai. https://t.co/WpaI48iyPw'"
2019-07-01 23:03:36,b'Take care #Mumbai\n#MumbaiRainsLiveUpdates\n#MumbaiRain https://t.co/SC55PMbXcQ'
2019-07-01 23:03:03,"b""RT @AhmanSayyed: Guys if you are stuck near by Mahim, Bandra or Shivaji park please do contact me on 9773080709  I'll have all necessary ar\xe2\x80\xa6"""
2019-07-01 23:02:08,"b""RT @AhmanSayyed: Guys if you are stuck near by Mahim, Bandra or Shivaji park please do contact me on 9773080709  I'll have all necessary ar\xe2\x80\xa6"""
2019-07-01 23:01:17,"b'RT @Cherylaldis: Water levels have risen again in Tilak Nagar, Chembur near Tilak Nagar station road. The parked cars are slowly beginning\xe2\x80\xa6'"
2019-07-01 23:01:16,"b""RT @Uni_Faith_Disci: Bad things happen because Allah tests you. Allah will test you with good and bad. That's it.  \n\n#ZairaWaseem\n#BringThe\xe2\x80\xa6"""
2019-07-01 23:00:51,b'RT @mehtaarpit: #MumbaiRainsLiveUpdates\n\n#JVPD scheme is submerged dont even think of going there unless you are in a boat.\n\nRoad from prit\xe2\x80\xa6'
2019-07-01 23:00:35,"b'While the entire #nation #sleeps, #Mumbaikars stay awake to help their fellow #city residents \n\nThat is the true\xe2\x80\xa6 https://t.co/8jLBwe7xlX'"
2019-07-01 23:00:26,"b""RT @Uni_Faith_Disci: Bad things happen because Allah tests you. Allah will test you with good and bad. That's it.  \n\n#ZairaWaseem\n#BringThe\xe2\x80\xa6"""
2019-07-01 23:00:23,"b""RT @AhmanSayyed: Guys if you are stuck near by Mahim, Bandra or Shivaji park please do contact me on 9773080709  I'll have all necessary ar\xe2\x80\xa6"""
2019-07-01 23:00:05,b'@Warina_Hussain 4.30 am #Mumbaikars stay home #MumbaiRains crazy right now\nMore Crowd More Difficult to manage for\xe2\x80\xa6 https://t.co/gvE5JMXbXv'
2019-07-01 22:59:32,"b'RT @iamimtiyazpatel: Mere friend ke ghar me pani lagatar badh raha he, uske husband other state gaye he, 2 chote bachhe he, unke saas sasur\xe2\x80\xa6'"
2019-07-01 22:58:59,b'RT @uDGoswami: Western Railways help desk numbers for passenger enquiry #MumbaiRainsLiveUpdates #MumbaiRains #MumbaiRainsLive #MumbaiRain h\xe2\x80\xa6'
2019-07-01 22:58:48,b'RT @hormazd_mistry: Ward wise contact numbers of @mybmc control rooms\n#MumbaiRainsLiveUpdates #MumbaiRain #MumbaiRains #MumbaiRainsLive #mu\xe2\x80\xa6'
2019-07-01 22:58:43,b'RT @ANI: #Maharashtra: Water logging at LBS Road in Mumbai following heavy rainfall in the city. #MumbaiRain https://t.co/EFqAiPNJDK'
2019-07-01 22:58:03,"b""RT @AhmanSayyed: Guys if you are stuck near by Mahim, Bandra or Shivaji park please do contact me on 9773080709  I'll have all necessary ar\xe2\x80\xa6"""
2019-07-01 22:56:42,"b""Guys if you are stuck near by Mahim, Bandra or Shivaji park please do contact me on 9773080709  I'll have all neces\xe2\x80\xa6 https://t.co/tuqYL2WKRf"""
2019-07-01 22:54:52,b'#MumbaiRainsLiveUpdates\n\n#JVPD scheme is submerged dont even think of going there unless you are in a boat.\n\nRoad f\xe2\x80\xa6 https://t.co/anW3t2utyJ'
2019-07-01 22:52:47,b'Ward wise contact numbers of @mybmc control rooms\n#MumbaiRainsLiveUpdates #MumbaiRain #MumbaiRains #MumbaiRainsLive\xe2\x80\xa6 https://t.co/4OkpjJapgM'
2019-07-01 22:52:32,b'RT @uDGoswami: Western Railways help desk numbers for passenger enquiry #MumbaiRainsLiveUpdates #MumbaiRains #MumbaiRainsLive #MumbaiRain h\xe2\x80\xa6'
2019-07-01 22:51:29,b'RT @uDGoswami: Western Railways help desk numbers for passenger enquiry #MumbaiRainsLiveUpdates #MumbaiRains #MumbaiRainsLive #MumbaiRain h\xe2\x80\xa6'
2019-07-01 22:50:20,"b'Stay indoors, do not venture out, and be cooperative.\n#MumbaiRainsLive #MumbaiRain #MumabaiRain #Mumbai\xe2\x80\xa6 https://t.co/FZCCOUdIQV'"
2019-07-01 22:48:59,b'@goairlinesindia what is status of G8 317\nWater logged all around.. seems no chance to reach airport..\n#MumbaiRain'
2019-07-01 22:47:13,b'RT @Hiten_12: For this we pay taxes ? This is a life of Mumbaikar.  #MumbaiRain @RidlrMUM @mybmc @MumbaiPolice @CMOMaharashtra  @thakur_shi\xe2\x80\xa6'
2019-07-01 22:45:48,"b""M sure these are the scenes many #Mumbaikars are going to wake up to...\n\nCars submerged...flooding ....and it's sti\xe2\x80\xa6 https://t.co/Z3XO3sQFN9"""
2019-07-01 22:45:37,b'RT @BuzzLaundry: Is this Mumbai Airport runway during #MumbaiRains #MumbaiAirport #MumbaiRain https://t.co/A85Jr0qUbt'
2019-07-01 22:45:18,b'RT @uDGoswami: Western Railways help desk numbers for passenger enquiry #MumbaiRainsLiveUpdates #MumbaiRains #MumbaiRainsLive #MumbaiRain h\xe2\x80\xa6'
2019-07-01 22:45:05,b'RT @MickyGupta84: Here\xe2\x80\x99s what the Western Express Highway looks like right now! @ndtv reporting live tonight #MumbaiRainlive  #MumbaiRain #\xe2\x80\xa6'
2019-07-01 22:44:58,b'Can anyone please give me an update on flight operations in Mumbai airport? I am stuck at Goa airport and unsure wh\xe2\x80\xa6 https://t.co/mLvljQ8Yss'
2019-07-01 22:44:25,"b""RT @chin80: Can't fathom what @mybmc has done in last 3 years by digging Veera Desai Rd THRICE and laying pipes.\nScene rt now, after 1st ra\xe2\x80\xa6"""
2019-07-01 22:42:27,b'RT @uDGoswami: Western Railways help desk numbers for passenger enquiry #MumbaiRainsLiveUpdates #MumbaiRains #MumbaiRainsLive #MumbaiRain h\xe2\x80\xa6'
2019-07-01 22:42:08,b'4.12 am #Mumbaikars stay home #MumbaiRains crazy right now\nMore Crowd More Difficult to manage for @mybmc and\xe2\x80\xa6 https://t.co/tge3rAUpE7'
2019-07-01 22:41:27,"b'RT @Cherylaldis: Water levels have risen again in Tilak Nagar, Chembur near Tilak Nagar station road. The parked cars are slowly beginning\xe2\x80\xa6'"
2019-07-01 22:40:54,b'RT @gallinews: Parel Mumbai waterlogging Looks like City of Venice in Itay \n\n#Mumbai \n#MumbaiRain\n#MumbaiRainsLiveUpdates \n#MumbaiRainsLive\xe2\x80\xa6'
2019-07-01 22:40:25,"b'RT @Cherylaldis: Water levels have risen again in Tilak Nagar, Chembur near Tilak Nagar station road. The parked cars are slowly beginning\xe2\x80\xa6'"
2019-07-01 22:40:22,b'Western Railways help desk numbers for passenger enquiry #MumbaiRainsLiveUpdates #MumbaiRains #MumbaiRainsLive\xe2\x80\xa6 https://t.co/hYOTr7uSnT'
2019-07-01 22:39:08,b'Maharashtra School Education Minister Ashish Shelar: Would like to announce and confirm that 2nd July 2019 has been\xe2\x80\xa6 https://t.co/myheJBq7z1'
2019-07-01 22:37:47,"b'#MumbaiRain--Due to heavy water logging on tracks at Nallasopara, Virar &amp; Palghar, train nos 12904, 22904, 22928,12\xe2\x80\xa6 https://t.co/mU90bHRZSl'"
2019-07-01 22:37:23,b'#MumbaiRain -Western Railway: 16 UP &amp; DN main line trains have been regulated at various stations in Mumbai Divisio\xe2\x80\xa6 https://t.co/3fpBuD3Ojx'
2019-07-01 22:36:52,b'RT @goeldeepak09: @CPMumbaiPolice @MumbaiPolice A big thanks \xf0\x9f\x99\x8f to our Police serving in this hour..Seeing lady constables managing the traf\xe2\x80\xa6'
2019-07-01 22:36:48,"b""Bad things happen because Allah tests you. Allah will test you with good and bad. That's it.  \n\n#ZairaWaseem\xe2\x80\xa6 https://t.co/GJnwwnpzDO"""
2019-07-01 22:36:37,"b'RT @Cherylaldis: Water levels have risen again in Tilak Nagar, Chembur near Tilak Nagar station road. The parked cars are slowly beginning\xe2\x80\xa6'"
2019-07-01 22:36:00,"b'RT @Cherylaldis: Water levels have risen again in Tilak Nagar, Chembur near Tilak Nagar station road. The parked cars are slowly beginning\xe2\x80\xa6'"
2019-07-01 22:35:18,"b'Water levels have risen again in Tilak Nagar, Chembur near Tilak Nagar station road. The parked cars are slowly beg\xe2\x80\xa6 https://t.co/uhUnRxKJCR'"
2019-07-01 22:35:02,b'RT @Hiten_12: For this we pay taxes ? This is a life of Mumbaikar.  #MumbaiRain @RidlrMUM @mybmc @MumbaiPolice @CMOMaharashtra  @thakur_shi\xe2\x80\xa6'
2019-07-01 22:32:53,"b""Our bikes are totally drowned that's the situation of our area in Mira road...updates about other placeS?\xe2\x80\xa6 https://t.co/Iy5eLbTSf5"""
2019-07-01 22:32:49,b'RT @Bollywoodirect: #Monsoon is incomplete without this #RDBurman song. This song has 2 versions and both the version have their own beauty\xe2\x80\xa6'
2019-07-01 22:32:21,b'Heavy water logging on the lbs Marg road in Kurla. Avoid route completely. #MumbaiRain'
2019-07-01 22:30:27,b'#MumbaiRain it has gotten worst...!!! Goregaon west...! https://t.co/DVZISp1Hn4'
2019-07-01 22:28:46,"b'Really appricate the way movie journos helping mumbaikars with food, accommodation etc. Evn in midnight they are pr\xe2\x80\xa6 https://t.co/q4jTHXVGaX'"
2019-07-01 22:28:30,b'RT @pariraja1: Okay now this is getting annoying. No electricity since last 3 hours #MumbaiRainsLiveUpdates #MumbaiRain #MumbaiRainlive'
2019-07-01 22:28:21,b'@shubham51137783 Only if they allow us to leave the plane.. they are not allowing us to leave the plane to the term\xe2\x80\xa6 https://t.co/949T2m4Q3l'
2019-07-01 22:27:52,b'Okay now this is getting annoying. No electricity since last 3 hours #MumbaiRainsLiveUpdates #MumbaiRain #MumbaiRainlive'
2019-07-01 22:24:29,b'RT @VpillaiDisney: 3.40 am #Mumbaikars stay home #MumbaiRains crazy right now\nMore Crowd More Difficult to manage for @mybmc and @MumbaiPol\xe2\x80\xa6'
2019-07-01 22:20:51,b'#Maharashtra School Education Minister #AshishShelar: Would like to announce and confirm that July 2 has been decla\xe2\x80\xa6 https://t.co/ppFNJC72ji'
2019-07-01 22:20:23,b'RT @nitinspoojary: Google Maps right now in Mumbai \xf0\x9f\x8f\x8a\xf0\x9f\x9a\xa3\n#MumbaiRains #MumbaiRain #MumbaiRainsLiveUpdates #mumbaimonsoon #MumbaiRainlive #Goog\xe2\x80\xa6'
2019-07-01 22:14:12,b'RT @MickyGupta84: Here\xe2\x80\x99s what the Western Express Highway looks like right now! @ndtv reporting live tonight #MumbaiRainlive  #MumbaiRain #\xe2\x80\xa6'
2019-07-01 22:13:35,b'RT @VpillaiDisney: 3.40 am #Mumbaikars stay home #MumbaiRains crazy right now\nMore Crowd More Difficult to manage for @mybmc and @MumbaiPol\xe2\x80\xa6'
2019-07-01 22:13:26,"b'#MumbaiRain bad water logging in Andheri west Rto Lane Mumbai, Electricity disconnected may be to avoid Short-circu\xe2\x80\xa6 https://t.co/NhKbvVlel7'"
2019-07-01 22:12:48,b'RT @VpillaiDisney: 3.40 am #Mumbaikars stay home #MumbaiRains crazy right now\nMore Crowd More Difficult to manage for @mybmc and @MumbaiPol\xe2\x80\xa6'
2019-07-01 22:12:40,b'RT @nilesh_damani: A travel startup in Mumbai is offering an exclusive tour of\n\n- Andheri Flyover \n- Haji Ali Signal\n- Lalbaug Flyover\n- Mi\xe2\x80\xa6'
2019-07-01 22:11:13,b'RT @ArchitVakil: Anyone stuck in south mumbai (opera house) can come over to stay ! Dm me #rainhosts #MumbaiRains #MumbaiRainsLiveUpdates #\xe2\x80\xa6'
2019-07-01 22:11:01,b'3.40 am #Mumbaikars stay home #MumbaiRains crazy right now\nMore Crowd More Difficult to manage for @mybmc and\xe2\x80\xa6 https://t.co/vW6JPPjMJV'
2019-07-01 22:09:44,b'RT @nibandh: #Sion - #Panvel highway near #Kharghar #NaviMumbai #waterlogging #MumbaiRains #mumbairain #mumbaimonsoon @shobhasv @vasukip45\xe2\x80\xa6'
2019-07-01 22:09:43,"b'RT @iamimtiyazpatel: Mere friend ke ghar me pani lagatar badh raha he, uske husband other state gaye he, 2 chote bachhe he, unke saas sasur\xe2\x80\xa6'"
2019-07-01 22:08:26,"b'RT @BihanSengupta91: Alert: People stuck near Sasmira Road, Worli, please feel free to come over. DM for details. can provide tea/coffee an\xe2\x80\xa6'"
2019-07-01 22:05:52,"b""RT @Ananya_G98: This is the worst #MumbaiRain in a decade! Believe me even the #BMC can't do anything if there is a rainfall of this magnit\xe2\x80\xa6"""
2019-07-01 22:05:29,"b""RT @Ananya_G98: This is the worst #MumbaiRain in a decade! Believe me even the #BMC can't do anything if there is a rainfall of this magnit\xe2\x80\xa6"""
2019-07-01 22:05:18,b'RT @ANI: #Maharashtra: Water logging at LBS Road in Mumbai following heavy rainfall in the city. #MumbaiRain https://t.co/EFqAiPNJDK'
2019-07-01 22:05:14,b'@Adani_Elec_Mum any idea when will the power supply be restored? Almost 2 hours of no power supply now! #MumbaiRain #nopower #AdaniPower'
2019-07-01 22:04:32,"b'RT @iamimtiyazpatel: Mere friend ke ghar me pani lagatar badh raha he, uske husband other state gaye he, 2 chote bachhe he, unke saas sasur\xe2\x80\xa6'"
2019-07-01 22:03:56,b'@Alhad_Nene Absolutely! Feel privileged when I see those images! #MumbaiRainsLive #MumbaiRain'
2019-07-01 22:03:49,b'#MumbaiRainsLive #MumbaiRain #MumbaiRainsWithMidday #MumbaiTraffic at last some good news - a 45 min trip is now po\xe2\x80\xa6 https://t.co/mDf7VaYx47'
2019-07-01 22:02:35,b'RT @ANI: #Maharashtra: Water logging at LBS Road in Mumbai following heavy rainfall in the city. #MumbaiRain https://t.co/EFqAiPNJDK'
2019-07-01 22:02:18,b'RT @ivana_edwards: Govandi/Deonar water logged. Stay safe. #MumbaiRains #MumbaiRainsLiveUpdates #MumbaiRain #mumbaimonsoon https://t.co/aYr\xe2\x80\xa6'
2019-07-01 22:01:48,b'RT @ANI: #Maharashtra: Water logging at LBS Road in Mumbai following heavy rainfall in the city. #MumbaiRain https://t.co/EFqAiPNJDK'
2019-07-01 22:01:42,b'RT @Aksgupta123: #MumbaiRainsLiveUpdates #MumbaiRain #NaviMumbai Water logging at Millennium Towers in Sanpada. #Vashi \n@MumbaiLiveNews @Ro\xe2\x80\xa6'
2019-07-01 22:01:20,b'RT @twtsitcom: #MumbaiRain is conducting the audit of municipal bodies #saynotobribe'
2019-07-01 22:01:03,"b'@abpmajhatv Shame on the mumbai president for his hilarious statement, he should better be ready for next floods ,\xe2\x80\xa6 https://t.co/AfcYgxJMZT'"
2019-07-01 22:00:49,"b'RT @imABajaj: #SpiceJet #jaipur to #mumbai flight overshoots landing at Mumbai Airport, main runway shut! \nAll passengers and crew okay!!\xe2\x80\xa6'"
2019-07-01 21:59:11,b'RT @NegligibleVoter: Municipal Councillor Jaya Tiwana &amp; Yogita Koli Ji has arranged for alternate shelter at Koli Samaj Hall for the strand\xe2\x80\xa6'
2019-07-01 21:58:50,b'@HarlinaSodhi Love Mumbai in the rains as it slows the fast paced city down \xe2\x99\xa5\xef\xb8\x8f #MumbaiRain'
2019-07-01 21:58:41,"b'RT @Ananya_G98: Please provide clothes, food and drinking water to poor people during these moments! Feeling bad for the people who stay in\xe2\x80\xa6'"
2019-07-01 21:58:15,"b'Electricity has been cut off to a pod mishaps! This is fyi, the ones who are ignorant and are talking of power cut\xe2\x80\xa6 https://t.co/ENP1ewJTZf'"
2019-07-01 21:57:45,b'RT @LakshmiRangana9: Pic 1 : Manager to team \nPic 2 : Team to manager\n\n#MumbaiRains #MumbaiRain https://t.co/5iGqN3EKT0'
2019-07-01 21:57:38,"b'RT @iamimtiyazpatel: Mere friend ke ghar me pani lagatar badh raha he, uske husband other state gaye he, 2 chote bachhe he, unke saas sasur\xe2\x80\xa6'"
